"unite_id","unite_cu","unite_nom","unite_adresse","unite_mail_actif","unite_tph","unite_dpt","unite_zpn","unite_cu_sup","mail_departement_actif","unite_id_anonym","horaire_ouverture","latitude_wgs84","longitude_wgs84"
"5743","404","Brigade de proximité de Laon","Caserne lieutenant René Bricot 30 Avenue Charles de Gaulle 02000 LAON","cob.laon@gendarmerie.interieur.gouv.fr","03 23 22 53 88","02","1","aucun","corg.ggd02@gendarmerie.interieur.gouv.fr","1014059","$Lundi : 8h00-12h00$Mardi : 8h00-12h00$Mercredi : 8h00-12h00$Jeudi : 8h00-12h00$Vendredi : 8h00-12h00","49.56912","3.63784"
"5742","408","Brigade de proximité de Coucy-le-Château-Auffrique","50 Avenue d'Altenkessel 02380 COUCY LE CHATEAU AUFFRIQUE","cob.coucy-le-chateau-auffrique@gendarmerie.interieur.gouv.fr","03 23 38 36 17","02","1","aucun","corg.ggd02@gendarmerie.interieur.gouv.fr","1014069","$Lundi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00$Jours Fériés : 9h00-12h00","49.51675","3.32088"
"6521","991","Brigade de proximité de Marigny-Le-Lozon","3 Rue du Général Huebner MARIGNY 50570 MARIGNY LE LOZON","cob.st-jean-de-daye@gendarmerie.interieur.gouv.fr","02 33 72 57 90","50","1","aucun","corg.ggd50@gendarmerie.interieur.gouv.fr","1007098","Pas d'accueil du public","49.0997","-1.23914"
"6422","2138","Brigade de proximité des Cabannes","Quartier La Bexane 09310 LES CABANNES","cob.ax-les-thermes@gendarmerie.interieur.gouv.fr","05 61 64 77 17","09","1","aucun","corg.ggd09@gendarmerie.interieur.gouv.fr","1004804","$Lundi : 14h00-18h00","42.78465","1.68348"
"6423","2299","Brigade de proximité de Cazals","Hameau Des Périères 46250 CAZALS","cob.gourdon@gendarmerie.interieur.gouv.fr","05 65 22 80 17","46","1","aucun","corg.ggd46@gendarmerie.interieur.gouv.fr","1005054","$Mercredi : 8h00-12h00 14h00-18h00","44.64563","1.22715"
"5739","4496","Brigade de proximité de Tende","81 Avenue Georges Bidault 06430 TENDE","cob.breil-sur-roya@gendarmerie.interieur.gouv.fr","04 93 04 62 07","06","1","aucun","corg.ggd06@gendarmerie.interieur.gouv.fr","1010228","$Mercredi : 8h00-12h00","44.0828","7.59578"
"5737","4495","Brigade de proximité de Sospel","Résidence Caserne-Mireur 15 Boulevard de Verdun 06380 SOSPEL","cob.menton@gendarmerie.interieur.gouv.fr","04 93 04 02 67","06","1","aucun","corg.ggd06@gendarmerie.interieur.gouv.fr","1010225","$Jeudi : 8h00-12h00$Samedi : 8h00-12h00","43.87854","7.4532"
"5738","415","Brigade territoriale autonome de Sissonne","22 ter Rue de La Selve 02150 SISSONNE","bta.sissonne@gendarmerie.interieur.gouv.fr","03 23 80 07 17","02","1","aucun","corg.ggd02@gendarmerie.interieur.gouv.fr","1014071","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00","49.57039","3.90727"
"4615","628","Brigade territoriale autonome des Andelys","21 Rue de la Libération 27700 LES ANDELYS","bta.les-andelys@gendarmerie.interieur.gouv.fr","02 32 54 03 17","27","1","aucun","corg.ggd27@gendarmerie.interieur.gouv.fr","1006878","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","49.24558","1.41647"
"5734","9844","Brigade territoriale autonome de Valbonne","Impasse du Général Delfosse SOPHIA ANTIPOLIS 06560 VALBONNE","bta.valbonne@gendarmerie.interieur.gouv.fr","04 93 65 22 40","06","1","aucun","corg.ggd06@gendarmerie.interieur.gouv.fr","1010200","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.62215","7.04483"
"5733","33451","Brigade territoriale autonome de Villeneuve-Loubet","167 Allée du Professeur René Cassin 06270 VILLENEUVE LOUBET","bta.villeneuve-loubet@gendarmerie.interieur.gouv.fr","04 93 20 62 04","06","1","aucun","corg.ggd06@gendarmerie.interieur.gouv.fr","1010197","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","43.65438","7.12584"
"5732","28325","Brigade de proximité de Pégomas","70 Chemin de l'Écluse 06580 PEGOMAS","cob.mandelieu-la-napoule@gendarmerie.interieur.gouv.fr","04 97 01 16 90","06","1","aucun","corg.ggd06@gendarmerie.interieur.gouv.fr","1010196","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","43.59452","6.92552"
"6511","862","Brigade de proximité de La-Gacilly","9 Rue Jean Meschinot 56200 LA GACILLY","cob.guer-coetquidan@gendarmerie.interieur.gouv.fr","02 99 08 10 03","56","1","aucun","corg.ggd56@gendarmerie.interieur.gouv.fr","1006463","$Lundi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 14h00-18h00","47.77289","-2.14317"
"6425","2393","Brigade de proximité de Brassac","54 Allée du Château 81260 BRASSAC","cob.lacaune@gendarmerie.interieur.gouv.fr","05 63 74 61 17","81","1","aucun","corg.ggd81@gendarmerie.interieur.gouv.fr","1005187","$Mardi : 14h00-19h00$Vendredi : 14h00-19h00","43.63091","2.50077"
"6426","1406","Brigade de proximité de Lège-Cap-Ferret","Petit Piquey 28 quater Route de Bordeaux 33950 LEGE CAP FERRET","cob.lege-cap-ferret@gendarmerie.interieur.gouv.fr","05 57 76 39 60","33","1","aucun","corg.ggd33@gendarmerie.interieur.gouv.fr","1004035","$Lundi : 8h00-12h00$Mercredi : 8h00-12h00$Vendredi : 8h00-12h00$Samedi : 8h00-12h00$Dimanche : 9h00-12h00$Jours Fériés : 9h00-12h00","44.72319","-1.20448"
"6165","1219","Brigade de proximité de Longué-Jumelles","18 Rue de la Cour-Baudry 49160 LONGUE JUMELLES","cob.longue-jumelles@gendarmerie.interieur.gouv.fr","02 41 52 10 31","49","1","aucun","corg.ggd49@gendarmerie.interieur.gouv.fr","1007503","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","47.375793","-0.11712102"
"6161","1375","Brigade de proximité de La-Tranche-sur-Mer","115 Avenue Maurice Samson 85360 LA TRANCHE SUR MER","cob.la-tranche-sur-mer@gendarmerie.interieur.gouv.fr","02 51 30 30 11","85","1","aucun","corg.ggd85@gendarmerie.interieur.gouv.fr","1007762","$Lundi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.34418","-1.44398"
"5648","124","Brigade territoriale autonome de Pont-à-Marcq","33 Rue Germain Delhaye 59710 PONT A MARCQ","bta.pont-a-marcq@gendarmerie.interieur.gouv.fr","03 20 61 41 20","59","1","aucun","corg.ggd59@gendarmerie.interieur.gouv.fr","1013509","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","50.5184","3.11241"
"6003","924","Brigade de proximité de Creully-sur-Seulles","36 Rue de Caen CREULLY 14480 CREULLY SUR SEULLES","cob.courseulles-sur-mer@gendarmerie.interieur.gouv.fr","02 31 29 54 80","14","1","aucun","corg.ggd14@gendarmerie.interieur.gouv.fr","1007005","$Lundi : 8h00-12h00$Mercredi : 8h00-12h00$Vendredi : 14h00-18h00","49.28462","-0.53603"
"6497","828","Brigade de proximité de Carhaix-Plouguer","1 Route de Kerniguez 29270 CARHAIX PLOUGUER","cob.carhaix-plouguer@gendarmerie.interieur.gouv.fr","02 98 93 00 32","29","1","aucun","corg.ggd29@gendarmerie.interieur.gouv.fr","1006323","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.27675","-3.58273"
"4069","2513","Brigade territoriale autonome de Saint-Laurent-de-Chamousset","59 Allée Hugues LIMONTI 69930 ST LAURENT DE CHAMOUSSET","bta.st-laurent-de-chamousset@gendarmerie.interieur.gouv.fr","04 74 70 50 17","69","1","aucun","corg.ggd69@gendarmerie.interieur.gouv.fr","1008510","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","45.73576","4.4677"
"5716","4411","Brigade de proximité de Pont-du-Fossé","Quartier Le Diamant LE PONT DU FOSSE 05260 ST JEAN ST NICOLAS","cob.st-bonnet-en-champsaur@gendarmerie.interieur.gouv.fr","04 92 55 91 94","05","1","aucun","corg.ggd05@gendarmerie.interieur.gouv.fr","1010114","$Vendredi : 8h00-12h00","44.66571","6.2223"
"5717","485","Brigade de proximité de Maignelay-Montigny","11 Rue Saint-Just-en-Chaussée 60420 MAIGNELAY MONTIGNY","cob.maignelay-montigny@gendarmerie.interieur.gouv.fr","03 44 51 55 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013979","$Lundi : 14h00-18h00$Mercredi : 14h00-18h00$Samedi : 14h00-18h00","49.55159","2.51682"
"5240","4648","Brigade de proximité de Servian","8 Avenue de Bad-Wimpfen 34290 SERVIAN","cob.servian@gendarmerie.interieur.gouv.fr","04 67 39 10 20","34","1","aucun","corg.ggd34@gendarmerie.interieur.gouv.fr","1010735","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.42436","3.30892"
"6796","4525","Brigade de proximité de Lorgues","10 Avenue de Toulon 83510 LORGUES","cob.lorgues@gendarmerie.interieur.gouv.fr","04 94 73 70 11","83","1","aucun","corg.ggd83@gendarmerie.interieur.gouv.fr","1010314","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00$Jours Fériés : 9h00-12h00","43.49093","6.35633"
"6492","821","Brigade de proximité de Plabennec","12 Rue des Trois Frères Le Roy 29860 PLABENNEC","cob.plabennec@gendarmerie.interieur.gouv.fr","02 98 40 41 05","29","1","aucun","corg.ggd29@gendarmerie.interieur.gouv.fr","1006303","$Lundi : 8h00-12h00 14h00-19h00$Mardi : 8h00-12h00 14h00-19h00$Mercredi : 8h00-12h00 14h00-19h00$Jeudi : 8h00-12h00 14h00-19h00$Vendredi : 8h00-12h00 14h00-19h00$Samedi : 8h00-12h00 14h00-19h00$Dimanche : 9h00-12h00 15h00-19h00$Jours Fériés : 9h00-12h00 15h00-19h00","48.50072","-4.42656"
"5723","499","Brigade de proximité de Lassigny","14 Rue du Plémont 60310 LASSIGNY","cob.noyon@gendarmerie.interieur.gouv.fr","03 44 43 80 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013998","$Lundi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00$Samedi : 8h00-12h00","49.58591","2.84371"
"5686","4346","Brigade territoriale autonome d'Eyguières","Avenue René Cassin 13430 EYGUIERES","bta.eyguieres@gendarmerie.interieur.gouv.fr","04 90 57 90 01","13","1","aucun","corg.ggd13@gendarmerie.interieur.gouv.fr","1009983","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.68893","5.0349"
"3948","940","Brigade de proximité de Port-en-Bessin-Huppain","12 Avenue Jean Bart 14520 PORT EN BESSIN HUPPAIN","cob.courseulles-sur-mer@gendarmerie.interieur.gouv.fr","02 31 51 69 80","14","1","aucun","corg.ggd14@gendarmerie.interieur.gouv.fr","1007006","$Lundi : 14h00-18h00$Mercredi : 14h00-18h00$Jeudi : 8h00-12h00","49.34118","-0.75966"
"5718","487","Brigade de proximité de La-Neuville-Roy","Rue de la Gendarmerie 60190 LA NEUVILLE ROY","cob.maignelay-montigny@gendarmerie.interieur.gouv.fr","03 44 51 58 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013978","Pas d'accueil du public","49.47798","2.57995"
"5719","497","Brigade territoriale autonome d'Estrées-Saint-Denis","162 Avenue des Flandres 60190 ESTREES ST DENIS","bta.estrees-st-denis@gendarmerie.interieur.gouv.fr","03 44 91 62 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013993","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.43312","2.64211"
"3610","474","Brigade de proximité de Grandvilliers","57 Rue Eugène de Saint-Fuscien 60210 GRANDVILLIERS","cob.grandvilliers@gendarmerie.interieur.gouv.fr","03 44 13 39 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013948","$Lundi : 9h00-12h00 14h30-18h00$Mercredi : 14h30-18h00$Jeudi : 14h30-18h00$Vendredi : 14h30-18h00$Samedi : 9h00-12h00 14h30-18h00","49.6605","1.94142"
"5714","512","Brigade territoriale autonome de Chantilly","2 Avenue Jacques Bara 60500 CHANTILLY","bta.chantilly@gendarmerie.interieur.gouv.fr","03 44 57 33 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013962","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.17122","2.4522"
"5715","7476","Brigade territoriale autonome d'Orry-la-Ville","59 Rue de la Chapelle 60560 ORRY LA VILLE","bta.orry-la-ville@gendarmerie.interieur.gouv.fr","03 44 58 34 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013964","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","49.13242","2.5186"
"5713","4417","Brigade de proximité de Saint-Bonnet-en-Champsaur","Rue Costebelle 05500 ST BONNET EN CHAMPSAUR","cob.st-bonnet-en-champsaur@gendarmerie.interieur.gouv.fr","04 92 50 52 50","05","1","aucun","corg.ggd05@gendarmerie.interieur.gouv.fr","1010113","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00","44.68388","6.077305"
"5692","4364","Brigade de proximité de Digne-les-Bains","Caserne Mdc Béal 2 Avenue Georges Pompidou 04000 DIGNE LES BAINS","cob.digne-les-bains@gendarmerie.interieur.gouv.fr","04 92 30 11 00","04","1","aucun","corg.ggd04@gendarmerie.interieur.gouv.fr","1010021","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","44.08514","6.21503"
"4499","3175","Brigade de proximité de Sainte-Sigolène","Avenue de Marinéo 43600 STE SIGOLENE","cob.st-didier-en-velay@gendarmerie.interieur.gouv.fr","04 71 66 61 58","43","1","aucun","corg.ggd43@gendarmerie.interieur.gouv.fr","1009776","$Lundi : 14h00-18h00$Mardi : 14h00-18h00$Mercredi : 14h00-18h00$Jeudi : 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00","45.23946","4.23628"
"6479","738","Brigade de proximité de Châtelaudren-Plouagat","8 bis Rue des Ecoles CHATELAUDREN 22170 CHATELAUDREN PLOUAGAT","cob.chatelaudren-plouagat@gendarmerie.interieur.gouv.fr","02 96 74 10 17","22","1","aucun","corg.ggd22@gendarmerie.interieur.gouv.fr","1006179","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 14h00-18h00$Samedi : 8h00-12h00$Dimanche : 9h00-12h00 15h00-18h00","48.53832","-2.97365"
"6044","3247","Brigade de proximité de Fénétrange","31 Rue du Maréchal Leclerc 57930 FENETRANGE","cob.dieuze@gendarmerie.interieur.gouv.fr","03 87 07 60 08","57","1","aucun","corg.ggd57@gendarmerie.interieur.gouv.fr","1011483",,"48.84408","7.0206"
"5711","473","Brigade de proximité de Formerie","14 Rue de Beauvais 60220 FORMERIE","cob.grandvilliers@gendarmerie.interieur.gouv.fr","03 44 04 50 17","60","1","aucun","corg.ggd60@gendarmerie.interieur.gouv.fr","1013949","$Lundi : 8h00-12h00$Mercredi : 8h00-12h00$Samedi : 14h00-18h00","49.64667","1.73807"
"5712","4440","Brigade de proximité d'Espinasses","Les Hôtels 05190 ESPINASSES","cob.la-saulce@gendarmerie.interieur.gouv.fr","04 92 54 40 11","05","1","aucun","corg.ggd05@gendarmerie.interieur.gouv.fr","1010110","$Mercredi : 14h00-18h00","44.46555","6.22654"
"5521","3882","Brigade territoriale autonome de Mâcon","196 Rue des Cordiers 71000 MACON","bta.macon@gendarmerie.interieur.gouv.fr","03 85 22 97 10","71","1","aucun","corg.ggd71@gendarmerie.interieur.gouv.fr","1012843","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.3027","4.8272"
"5705","4366","Brigade de proximité de Gréoux-les-Bains","17 Avenue des Marronniers 04800 GREOUX LES BAINS","cob.greoux-les-bains@gendarmerie.interieur.gouv.fr","04 92 78 00 06","04","1","aucun","corg.ggd04@gendarmerie.interieur.gouv.fr","1010068","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.75819","5.88689"
"5701","383","Brigade de proximité de Rosières-en-Santerre","50 Rue Jean Jaurès 80170 ROSIERES EN SANTERRE","cob.chaulnes@gendarmerie.interieur.gouv.fr","03 22 37 51 17","80","1","aucun","corg.ggd80@gendarmerie.interieur.gouv.fr","1013905","$Lundi : 14h00-18h00","49.81565","2.70629"
"5677","8300","Brigade territoriale autonome des Baux-de-Provence","Route de Saint-Rémy 13520 LES BAUX DE PROVENCE","bta.les-baux-de-provence@gendarmerie.interieur.gouv.fr","04 90 54 34 91","13","1","aucun","corg.ggd13@gendarmerie.interieur.gouv.fr","1009954","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.73094","4.81587"
"7045","1593","Brigade de proximité de Saint-Sever","Boulevard de l'Espérance 40500 ST SEVER","cob.st-sever@gendarmerie.interieur.gouv.fr","05 58 76 49 28","40","1","aucun","corg.ggd40@gendarmerie.interieur.gouv.fr","1004255","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","43.75426","-0.5773"
"6600","2581","Brigade territoriale autonome d'Ornex","124 Rue de Béjoud 01210 ORNEX","bta.ornex@gendarmerie.interieur.gouv.fr","04 50 40 59 30","01","1","aucun","corg.ggd01@gendarmerie.interieur.gouv.fr","1008620","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 14h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.27591","6.09523"
"6601","28307","Brigade de proximité de Thoiry","117 Rue des Chenaillettes 01710 THOIRY","cob.thoiry@gendarmerie.interieur.gouv.fr","04 50 42 12 01","01","1","aucun","corg.ggd01@gendarmerie.interieur.gouv.fr","1008616","$Lundi : 8h00-12h00 14h00-18h00$Mardi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Jeudi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00$Samedi : 9h00-12h00 15h00-18h00$Dimanche : 9h00-12h00 15h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","46.23159","5.98577"
"5453","3686","Brigade de proximité d'Ervy-le-Châtel","13 Avenue de la Gare 10130 ERVY LE CHATEL","cob.bouilly@gendarmerie.interieur.gouv.fr","03 25 70 50 11","10","1","aucun","corg.ggd10@gendarmerie.interieur.gouv.fr","1012475","$Mardi : 8h00-12h00 14h00-18h00$Vendredi : 8h00-12h00 14h00-18h00","48.04457","3.91834"
"5454","3913","Brigade de proximité de La-Clayette","10 Rue des Acacias 71800 LA CLAYETTE","cob.chauffailles@gendarmerie.interieur.gouv.fr","03 85 28 02 52","71","1","aucun","corg.ggd71@gendarmerie.interieur.gouv.fr","1012893","$Mardi : 8h00-12h00 14h00-18h00$Vendredi : 14h00-18h00","46.289207","4.317488"
"5455","3681","Brigade de proximité d'Aix-Villemaur-Pâlis","10 Place Thuillier AIX EN OTHE 10160 AIX VILLEMAUR PALIS","cob.estissac@gendarmerie.interieur.gouv.fr","03 25 46 70 14","10","1","aucun","corg.ggd10@gendarmerie.interieur.gouv.fr","1012477","$Lundi : 8h00-12h00 14h00-18h00$Mercredi : 8h00-12h00 14h00-18h00$Samedi : 8h00-12h00 14h00-18h00$Jours Fériés : 9h00-12h00 15h00-18h00","48.2211","3.73157"
"6614","2224","Brigade de proximité de Broquiès","11 Avenue de Rodez 12480 BROQUIES","cob.st-affrique@gendarmerie.interieur.gouv.fr","05 65 99 40 01","12","1","aucun","corg.ggd12@gendarmerie.interieur.gouv.fr","1004904","Pas d'accueil du public","44.00628","2.69655"
"3806","2119","Brigade de proximité de Caraman","Avenue de Villefranche 31460 CARAMAN","cgd.villefranche-de-lauragais@gendarmerie.interieur.gouv.fr","05 62 18 70 10","31","1","aucun","cog.ggd31@gendarmerie.interieur.gouv.fr","1004773","$Lundi : 14h00-18h00$Mercredi : 14h00-18h00$Samedi : 14h00-18h00$Jours Fériés : 15h00-18h00","43.52658","1.75671"
"5696","4367","Brigade de proximité de La-Javie","Route de Digne 04000 LA JAVIE","cob.digne-les-bains@gendarmerie.interieur.gouv.fr","04 92 34 90 74","04","1","aucun","corg.ggd04@gendarmerie.interieur.gouv.fr","1010022","Pas d'accueil du public","44.17225","6.34626"
"5697","4365","Brigade de proximité de Barrême","Lieu-dit Les Condamines 04330 BARREME","cob.mezel@gendarmerie.interieur.gouv.fr","04 92 34 20 02","04","1","aucun","corg.ggd04@gendarmerie.interieur.gouv.fr","1010028","Pas d'accueil du public","43.9505","6.36929"
"5698","374","Brigade de proximité d'Acheux-en-Amiénois","47 Rue de Léalvillers 80560 ACHEUX EN AMIENOIS","cob.albert@gendarmerie.interieur.gouv.fr","03 22 76 72 17","80","1","aucun","corg.ggd80@gendarmerie.interieur.gouv.fr","1013898","$Lundi : 14h00-16h00$Mercredi : 14h00-16h00$Samedi : 14h00-16h00","50.07077","2.52673"
"4603","3421","Brigade de proximité de Rupt-sur-Moselle","107 Rue d'Alsace 88360 RUPT SUR MOSELLE","cob.le-thillot@gendarmerie.interieur.gouv.fr","03 29 24 34 17","88","1","aucun","corg.ggd88@gendarmerie.interieur.gouv.fr","1011723","Pas d'accueil du public","47.91583","6.66615"
